site_id,site_name_short,water_body,date,type,do_mg,sal,tss,n_total,p_po4,p_total
939,Patterson River,Port Phillip  Bay,1992-02-27,surface,7.7,35.0,1.6,130.0,68.0,78.0
1282,Dromana,Port Phillip  Bay,1992-02-27,surface,3.5,35.0,1.8,120.0,60.0,69.0
1991,Hobsons Bay,Port Phillip  Bay,1992-02-27,surface,8.5,32.0,6.2,210.0,84.0,110.0
369,Long Reef,Port Phillip  Bay,1992-03-25,surface,8.0,36.0,3.1,210.0,87.0,100.0
939,Patterson River,Port Phillip  Bay,1992-03-25,surface,7.9,34.0,3.8,190.0,86.0,93.0
1229,Central,Port Phillip  Bay,1992-03-25,surface,7.8,35.0,1.8,170.0,77.0,85.0
1282,Dromana,Port Phillip  Bay,1992-03-25,surface,4.7,35.0,2.8,170.0,61.0,69.0
1911,Corio,Port Phillip  Bay,1992-03-25,surface,7.8,36.0,3.4,210.0,98.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1992-03-25,surface,7.8,34.0,2.7,230.0,91.0,110.0
369,Long Reef,Port Phillip  Bay,1992-04-28,surface,8.1,35.0,3.2,580.0,270.0,290.0
939,Patterson River,Port Phillip  Bay,1992-04-28,surface,8.1,35.0,1.5,180.0,90.0,97.0
1229,Central,Port Phillip  Bay,1992-04-28,surface,7.5,35.0,1.9,160.0,77.0,79.0
1282,Dromana,Port Phillip  Bay,1992-04-28,surface,4.5,35.0,1.9,160.0,76.0,78.0
1911,Corio,Port Phillip  Bay,1992-04-28,surface,7.8,36.0,3.9,210.0,110.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1992-04-28,surface,7.7,33.0,3.2,250.0,100.0,110.0
369,Long Reef,Port Phillip  Bay,1992-06-15,surface,8.9,35.0,2.5,500.0,200.0,210.0
939,Patterson River,Port Phillip  Bay,1992-06-15,surface,8.3,35.0,1.5,190.0,78.0,88.0
1229,Central,Port Phillip  Bay,1992-06-15,surface,8.6,35.0,3.8,180.0,76.0,85.0
1282,Dromana,Port Phillip  Bay,1992-06-15,surface,8.9,35.0,1.2,140.0,60.0,62.0
1911,Corio,Port Phillip  Bay,1992-06-15,surface,8.7,36.0,2.5,210.0,110.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1992-06-15,surface,8.8,34.0,2.1,190.0,69.0,86.0
369,Long Reef,Port Phillip  Bay,1992-08-26,surface,11.0,34.0,4.3,640.0,240.0,270.0
939,Patterson River,Port Phillip  Bay,1992-08-26,surface,9.6,35.0,0.47,180.0,68.0,74.0
1229,Central,Port Phillip  Bay,1992-08-26,surface,9.1,35.0,0.57,150.0,66.0,72.0
1282,Dromana,Port Phillip  Bay,1992-08-26,surface,9.4,35.0,0.67,160.0,61.0,68.0
1911,Corio,Port Phillip  Bay,1992-08-26,surface,9.5,35.0,0.97,180.0,110.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1992-08-26,surface,9.2,34.0,3.4,220.0,67.0,120.0
369,Long Reef,Port Phillip  Bay,1992-11-05,surface,9.2,34.0,1.9,200.0,110.0,130.0
939,Patterson River,Port Phillip  Bay,1992-11-05,surface,8.4,33.0,1.2,170.0,47.0,78.0
1229,Central,Port Phillip  Bay,1992-11-05,surface,8.8,33.0,0.87,150.0,60.0,73.0
1282,Dromana,Port Phillip  Bay,1992-11-05,surface,8.6,34.0,1.4,160.0,53.0,64.0
1911,Corio,Port Phillip  Bay,1992-11-05,surface,8.8,34.0,2.4,200.0,100.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1992-11-05,surface,10.0,28.0,3.9,310.0,53.0,84.0
369,Long Reef,Port Phillip  Bay,1992-12-10,surface,9.6,33.0,4.6,430.0,79.0,120.0
939,Patterson River,Port Phillip  Bay,1992-12-10,surface,8.2,31.0,5.5,500.0,82.0,110.0
1229,Central,Port Phillip  Bay,1992-12-10,surface,8.1,33.0,1.0,180.0,65.0,75.0
1282,Dromana,Port Phillip  Bay,1992-12-10,surface,8.0,34.0,0.9,150.0,50.0,64.0
1911,Corio,Port Phillip  Bay,1992-12-10,surface,9.3,33.0,2.6,330.0,93.0,130.0
1991,Hobsons Bay,Port Phillip  Bay,1992-12-10,surface,9.5,30.0,3.8,280.0,63.0,89.0
369,Long Reef,Port Phillip  Bay,1993-01-12,surface,8.6,34.0,1.4,270.0,96.0,120.0
939,Patterson River,Port Phillip  Bay,1993-01-12,surface,8.3,32.0,3.1,230.0,69.0,89.0
1229,Central,Port Phillip  Bay,1993-01-12,surface,8.2,33.0,1.2,180.0,68.0,76.0
1282,Dromana,Port Phillip  Bay,1993-01-12,surface,7.1,34.0,1.0,180.0,56.0,62.0
1911,Corio,Port Phillip  Bay,1993-01-12,surface,7.0,34.0,1.6,300.0,110.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1993-01-12,surface,9.1,31.0,2.6,240.0,65.0,87.0
939,Patterson River,Port Phillip  Bay,1993-02-25,surface,7.4,30.0,8.1,260.0,88.0,100.0
1229,Central,Port Phillip  Bay,1993-02-25,surface,7.3,34.0,0.85,180.0,62.0,73.0
1282,Dromana,Port Phillip  Bay,1993-02-25,surface,7.4,34.0,0.55,180.0,59.0,68.0
1991,Hobsons Bay,Port Phillip  Bay,1993-02-25,surface,7.2,30.0,5.2,320.0,85.0,100.0
369,Long Reef,Port Phillip  Bay,1993-03-10,surface,7.9,34.0,1.9,220.0,110.0,110.0
1911,Corio,Port Phillip  Bay,1993-03-10,surface,7.8,34.0,2.0,250.0,120.0,130.0
369,Long Reef,Port Phillip  Bay,1993-03-30,surface,7.9,34.0,1.4,260.0,140.0,150.0
1282,Dromana,Port Phillip  Bay,1993-03-30,surface,7.8,34.0,0.75,200.0,62.0,73.0
1911,Corio,Port Phillip  Bay,1993-03-30,surface,7.6,34.0,1.4,240.0,110.0,130.0
939,Patterson River,Port Phillip  Bay,1993-03-31,surface,7.7,33.0,1.7,200.0,80.0,90.0
1229,Central,Port Phillip  Bay,1993-03-31,surface,7.5,34.0,3.9,200.0,73.0,83.0
1991,Hobsons Bay,Port Phillip  Bay,1993-03-31,surface,7.1,31.0,3.8,310.0,91.0,110.0
369,Long Reef,Port Phillip  Bay,1993-05-20,surface,8.5,34.0,0.8,280.0,110.0,140.0
939,Patterson River,Port Phillip  Bay,1993-05-20,surface,8.8,33.0,4.3,210.0,72.0,92.0
1229,Central,Port Phillip  Bay,1993-05-20,surface,8.1,34.0,2.3,180.0,59.0,75.0
1282,Dromana,Port Phillip  Bay,1993-05-20,surface,8.2,34.0,0.41,190.0,68.0,81.0
1911,Corio,Port Phillip  Bay,1993-05-20,surface,8.6,35.0,1.8,230.0,100.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1993-05-20,surface,8.4,33.0,1.2,230.0,89.0,110.0
369,Long Reef,Port Phillip  Bay,1993-07-19,surface,9.2,34.0,4.8,510.0,170.0,190.0
1229,Central,Port Phillip  Bay,1993-07-19,surface,9.0,34.0,5.0,160.0,63.0,75.0
1911,Corio,Port Phillip  Bay,1993-07-19,surface,9.2,34.0,5.2,240.0,100.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1993-07-19,surface,9.2,34.0,5.8,180.0,66.0,80.0
939,Patterson River,Port Phillip  Bay,1993-07-20,surface,8.9,34.0,4.4,180.0,66.0,78.0
1282,Dromana,Port Phillip  Bay,1993-07-20,surface,8.9,34.0,4.6,170.0,64.0,76.0
369,Long Reef,Port Phillip  Bay,1994-02-02,surface,7.6,34.0,1.8,230.0,110.0,120.0
939,Patterson River,Port Phillip  Bay,1994-02-02,surface,8.1,33.0,0.87,170.0,64.0,73.0
1229,Central,Port Phillip  Bay,1994-02-02,surface,8.2,33.0,5.6,160.0,54.0,65.0
1282,Dromana,Port Phillip  Bay,1994-02-02,surface,7.8,33.0,1.0,160.0,56.0,66.0
1911,Corio,Port Phillip  Bay,1994-02-02,surface,7.4,34.0,4.0,210.0,95.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,1994-02-02,surface,8.0,32.0,1.9,240.0,79.0,96.0
369,Long Reef,Port Phillip  Bay,1994-03-09,surface,7.6,34.0,0.73,280.0,140.0,160.0
939,Patterson River,Port Phillip  Bay,1994-03-09,surface,8.3,33.0,0.95,170.0,65.0,77.0
1229,Central,Port Phillip  Bay,1994-03-09,surface,7.5,33.0,0.45,200.0,59.0,71.0
1282,Dromana,Port Phillip  Bay,1994-03-09,surface,7.6,34.0,2.0,170.0,54.0,66.0
1911,Corio,Port Phillip  Bay,1994-03-09,surface,7.2,34.0,2.8,240.0,110.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1994-03-09,surface,7.3,32.0,1.1,240.0,74.0,91.0
939,Patterson River,Port Phillip  Bay,1994-06-01,surface,8.7,34.0,0.9,150.0,57.0,70.0
1229,Central,Port Phillip  Bay,1994-06-01,surface,8.6,34.0,0.8,140.0,58.0,71.0
1282,Dromana,Port Phillip  Bay,1994-06-01,surface,8.7,34.0,1.0,130.0,56.0,66.0
1991,Hobsons Bay,Port Phillip  Bay,1994-06-02,surface,8.3,34.0,2.0,130.0,59.0,69.0
369,Long Reef,Port Phillip  Bay,1994-06-03,surface,8.4,34.0,2.7,200.0,98.0,110.0
939,Patterson River,Port Phillip  Bay,1994-06-27,surface,8.6,34.0,4.5,160.0,62.0,71.0
1282,Dromana,Port Phillip  Bay,1994-06-27,surface,8.6,34.0,4.8,170.0,60.0,69.0
369,Long Reef,Port Phillip  Bay,1994-06-28,surface,8.8,34.0,6.8,530.0,190.0,210.0
1229,Central,Port Phillip  Bay,1994-06-28,surface,8.7,34.0,4.2,160.0,57.0,68.0
1911,Corio,Port Phillip  Bay,1994-06-28,surface,8.9,34.0,8.8,240.0,93.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,1994-06-28,surface,8.7,33.0,2.9,210.0,59.0,74.0
939,Patterson River,Port Phillip  Bay,1994-07-19,surface,8.7,34.0,1.3,140.0,47.0,67.0
1229,Central,Port Phillip  Bay,1994-07-19,surface,8.7,34.0,5.4,140.0,58.0,68.0
1282,Dromana,Port Phillip  Bay,1994-07-19,surface,8.6,34.0,4.1,140.0,56.0,66.0
1911,Corio,Port Phillip  Bay,1994-07-19,surface,8.7,34.0,4.3,220.0,86.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,1994-07-20,surface,8.6,34.0,8.0,160.0,58.0,70.0
369,Long Reef,Port Phillip  Bay,1994-07-21,surface,9.5,34.0,4.7,280.0,110.0,130.0
939,Patterson River,Port Phillip  Bay,1994-08-16,surface,9.3,34.0,3.0,170.0,75.0,87.0
1282,Dromana,Port Phillip  Bay,1994-08-16,surface,9.2,34.0,2.6,170.0,52.0,63.0
1911,Corio,Port Phillip  Bay,1994-08-16,surface,9.2,34.0,3.9,250.0,93.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,1994-08-17,surface,9.1,31.0,3.8,240.0,73.0,81.0
369,Long Reef,Port Phillip  Bay,1994-08-18,surface,9.5,34.0,4.8,200.0,92.0,110.0
1229,Central,Port Phillip  Bay,1994-08-18,surface,9.1,34.0,0.8,130.0,51.0,61.0
1911,Corio,Port Phillip  Bay,1994-09-13,surface,8.4,34.0,2.0,160.0,88.0,110.0
939,Patterson River,Port Phillip  Bay,1994-09-14,surface,8.8,34.0,4.7,120.0,60.0,68.0
1282,Dromana,Port Phillip  Bay,1994-09-14,surface,8.6,34.0,2.2,110.0,44.0,54.0
1991,Hobsons Bay,Port Phillip  Bay,1994-09-15,surface,8.7,33.0,9.4,160.0,72.0,86.0
369,Long Reef,Port Phillip  Bay,1994-09-16,surface,8.8,34.0,4.4,150.0,76.0,93.0
1229,Central,Port Phillip  Bay,1994-09-16,surface,8.8,34.0,4.9,150.0,55.0,66.0
1911,Corio,Port Phillip  Bay,1994-10-11,surface,8.3,34.0,6.3,170.0,80.0,97.0
939,Patterson River,Port Phillip  Bay,1994-10-12,surface,8.8,34.0,0.6,160.0,63.0,78.0
1282,Dromana,Port Phillip  Bay,1994-10-12,surface,8.7,34.0,0.6,100.0,41.0,46.0
1991,Hobsons Bay,Port Phillip  Bay,1994-10-13,surface,8.9,32.0,5.3,290.0,75.0,96.0
369,Long Reef,Port Phillip  Bay,1994-10-14,surface,9.4,34.0,1.3,360.0,170.0,190.0
1229,Central,Port Phillip  Bay,1994-10-14,surface,9.0,34.0,1.9,160.0,61.0,71.0
939,Patterson River,Port Phillip  Bay,1994-11-09,surface,8.6,33.0,7.2,270.0,75.0,96.0
1282,Dromana,Port Phillip  Bay,1994-11-09,surface,8.2,35.0,0.2,140.0,40.0,49.0
1911,Corio,Port Phillip  Bay,1994-11-09,surface,7.9,35.0,4.7,240.0,78.0,93.0
1991,Hobsons Bay,Port Phillip  Bay,1994-11-10,surface,8.4,33.0,8.4,260.0,110.0,140.0
369,Long Reef,Port Phillip  Bay,1994-11-11,surface,8.3,34.0,0.95,170.0,66.0,79.0
1229,Central,Port Phillip  Bay,1994-11-11,surface,8.1,34.0,0.75,150.0,63.0,73.0
939,Patterson River,Port Phillip  Bay,1994-12-06,surface,8.1,34.0,1.1,170.0,64.0,73.0
1282,Dromana,Port Phillip  Bay,1994-12-06,surface,8.0,34.0,5.2,130.0,50.0,52.0
369,Long Reef,Port Phillip  Bay,1994-12-07,surface,8.4,35.0,1.4,250.0,95.0,120.0
1911,Corio,Port Phillip  Bay,1994-12-07,surface,7.9,35.0,0.75,220.0,77.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,1994-12-07,surface,8.1,34.0,2.0,200.0,71.0,85.0
1229,Central,Port Phillip  Bay,1994-12-10,surface,7.7,34.0,0.35,170.0,65.0,72.0
939,Patterson River,Port Phillip  Bay,1995-01-03,surface,7.7,35.0,0.7,170.0,59.0,70.0
1282,Dromana,Port Phillip  Bay,1995-01-03,surface,7.7,35.0,2.9,170.0,48.0,57.0
369,Long Reef,Port Phillip  Bay,1995-01-04,surface,6.7,35.0,6.2,300.0,73.0,110.0
1229,Central,Port Phillip  Bay,1995-01-04,surface,7.4,35.0,8.8,160.0,58.0,64.0
1911,Corio,Port Phillip  Bay,1995-01-04,surface,7.0,36.0,1.4,240.0,87.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1995-01-05,surface,7.1,34.0,2.5,210.0,78.0,90.0
939,Patterson River,Port Phillip  Bay,1995-01-31,surface,7.0,35.0,4.0,190.0,66.0,78.0
1282,Dromana,Port Phillip  Bay,1995-01-31,surface,7.2,35.0,0.35,190.0,60.0,69.0
369,Long Reef,Port Phillip  Bay,1995-02-01,surface,7.4,35.0,8.8,210.0,83.0,96.0
1229,Central,Port Phillip  Bay,1995-02-01,surface,6.9,35.0,5.8,170.0,62.0,74.0
1911,Corio,Port Phillip  Bay,1995-02-01,surface,7.0,36.0,11.0,240.0,84.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1995-02-01,surface,8.2,33.0,8.2,340.0,81.0,110.0
939,Patterson River,Port Phillip  Bay,1995-02-27,surface,7.1,35.0,0.2,170.0,66.0,81.0
1282,Dromana,Port Phillip  Bay,1995-02-27,surface,7.0,35.0,4.9,160.0,55.0,67.0
369,Long Reef,Port Phillip  Bay,1995-02-28,surface,6.5,35.0,12.0,290.0,160.0,190.0
1911,Corio,Port Phillip  Bay,1995-02-28,surface,6.9,35.0,4.0,190.0,99.0,98.0
1229,Central,Port Phillip  Bay,1995-03-01,surface,7.0,35.0,3.3,160.0,55.0,68.0
1991,Hobsons Bay,Port Phillip  Bay,1995-03-01,surface,6.7,35.0,7.5,220.0,80.0,100.0
369,Long Reef,Port Phillip  Bay,1995-05-23,surface,8.4,35.0,1.2,370.0,220.0,250.0
939,Patterson River,Port Phillip  Bay,1995-05-23,surface,8.0,35.0,4.0,160.0,67.0,78.0
1229,Central,Port Phillip  Bay,1995-05-23,surface,8.1,35.0,3.8,130.0,61.0,72.0
1282,Dromana,Port Phillip  Bay,1995-05-23,surface,8.2,35.0,6.0,140.0,63.0,71.0
1911,Corio,Port Phillip  Bay,1995-05-23,surface,8.4,36.0,3.6,190.0,93.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,1995-05-23,surface,8.0,34.0,5.3,220.0,78.0,90.0
1229,Central,Port Phillip  Bay,1995-08-13,surface,9.6,34.0,0.34,150.0,48.0,66.0
1282,Dromana,Port Phillip  Bay,1995-08-13,surface,11.0,32.0,3.3,220.0,44.0,66.0
369,Long Reef,Port Phillip  Bay,1995-08-14,surface,9.2,34.0,3.2,280.0,130.0,160.0
939,Patterson River,Port Phillip  Bay,1995-08-14,surface,11.0,32.0,5.0,320.0,63.0,90.0
1911,Corio,Port Phillip  Bay,1995-08-14,surface,10.0,35.0,3.2,180.0,83.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1995-08-14,surface,9.3,31.0,4.0,280.0,73.0,98.0
369,Long Reef,Port Phillip  Bay,1995-10-16,surface,8.5,34.0,4.9,220.0,110.0,140.0
939,Patterson River,Port Phillip  Bay,1995-10-16,surface,8.3,33.0,11.0,150.0,57.0,73.0
1229,Central,Port Phillip  Bay,1995-10-16,surface,8.6,34.0,1.7,160.0,55.0,70.0
1282,Dromana,Port Phillip  Bay,1995-10-16,surface,8.3,34.0,0.74,130.0,41.0,55.0
1911,Corio,Port Phillip  Bay,1995-10-16,surface,8.4,35.0,3.5,200.0,81.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1995-10-16,surface,8.9,33.0,5.9,170.0,67.0,87.0
369,Long Reef,Port Phillip  Bay,1995-12-28,surface,7.9,34.0,1.6,170.0,64.0,78.0
939,Patterson River,Port Phillip  Bay,1995-12-28,surface,7.8,34.0,6.0,140.0,54.0,65.0
1229,Central,Port Phillip  Bay,1995-12-28,surface,8.0,34.0,6.0,200.0,57.0,73.0
1282,Dromana,Port Phillip  Bay,1995-12-28,surface,8.0,34.0,5.6,130.0,45.0,54.0
1911,Corio,Port Phillip  Bay,1995-12-28,surface,8.0,35.0,3.9,240.0,80.0,98.0
1991,Hobsons Bay,Port Phillip  Bay,1995-12-29,surface,8.5,29.0,3.8,350.0,49.0,89.0
1229,Central,Port Phillip  Bay,1996-02-15,surface,7.6,34.0,1.1,150.0,50.0,69.0
1282,Dromana,Port Phillip  Bay,1996-02-15,surface,7.8,34.0,0.81,150.0,49.0,69.0
1911,Corio,Port Phillip  Bay,1996-02-15,surface,7.4,35.0,1.1,200.0,81.0,110.0
369,Long Reef,Port Phillip  Bay,1996-02-20,surface,7.3,35.0,1.9,170.0,65.0,89.0
939,Patterson River,Port Phillip  Bay,1996-02-20,surface,7.3,34.0,3.0,180.0,59.0,84.0
1991,Hobsons Bay,Port Phillip  Bay,1996-02-20,surface,7.9,30.0,3.5,260.0,30.0,78.0
939,Patterson River,Port Phillip  Bay,1996-03-27,surface,7.8,33.0,3.0,190.0,60.0,78.0
1229,Central,Port Phillip  Bay,1996-03-27,surface,7.5,34.0,4.3,170.0,63.0,82.0
1282,Dromana,Port Phillip  Bay,1996-03-27,surface,7.5,34.0,0.85,160.0,57.0,63.0
369,Long Reef,Port Phillip  Bay,1996-03-28,surface,8.0,35.0,2.5,310.0,180.0,210.0
1991,Hobsons Bay,Port Phillip  Bay,1996-03-28,surface,7.3,32.0,3.0,270.0,67.0,100.0
1911,Corio,Port Phillip  Bay,1996-04-04,surface,9.0,35.0,2.0,260.0,96.0,120.0
369,Long Reef,Port Phillip  Bay,1996-05-15,surface,7.8,34.0,1.1,380.0,180.0,200.0
939,Patterson River,Port Phillip  Bay,1996-05-15,surface,8.5,31.0,4.3,370.0,74.0,91.0
1229,Central,Port Phillip  Bay,1996-05-15,surface,8.0,34.0,2.2,150.0,55.0,71.0
1991,Hobsons Bay,Port Phillip  Bay,1996-05-15,surface,8.0,33.0,4.5,200.0,68.0,86.0
1282,Dromana,Port Phillip  Bay,1996-05-16,surface,8.1,34.0,2.6,150.0,55.0,70.0
1911,Corio,Port Phillip  Bay,1996-05-16,surface,7.9,35.0,2.4,190.0,89.0,110.0
369,Long Reef,Port Phillip  Bay,1996-06-12,surface,8.8,34.0,3.0,640.0,250.0,270.0
939,Patterson River,Port Phillip  Bay,1996-06-12,surface,8.4,34.0,1.9,150.0,62.0,74.0
1229,Central,Port Phillip  Bay,1996-06-12,surface,8.5,34.0,2.5,140.0,59.0,74.0
1282,Dromana,Port Phillip  Bay,1996-06-12,surface,8.8,34.0,1.6,140.0,48.0,59.0
1911,Corio,Port Phillip  Bay,1996-06-12,surface,8.5,35.0,1.6,190.0,70.0,96.0
1991,Hobsons Bay,Port Phillip  Bay,1996-06-12,surface,8.6,33.0,4.5,190.0,60.0,77.0
1229,Central,Port Phillip  Bay,1996-08-28,surface,8.7,33.0,1.3,140.0,38.0,59.0
1282,Dromana,Port Phillip  Bay,1996-08-28,surface,9.1,32.0,4.2,160.0,33.0,55.0
369,Long Reef,Port Phillip  Bay,1996-08-29,surface,9.0,33.0,5.0,560.0,220.0,260.0
939,Patterson River,Port Phillip  Bay,1996-08-29,surface,8.6,33.0,2.5,160.0,49.0,67.0
1911,Corio,Port Phillip  Bay,1996-08-29,surface,9.0,34.0,2.0,200.0,63.0,96.0
1991,Hobsons Bay,Port Phillip  Bay,1996-08-29,surface,8.9,29.0,4.0,290.0,45.0,63.0
369,Long Reef,Port Phillip  Bay,1996-11-08,surface,9.0,33.0,5.2,1000.0,380.0,410.0
1229,Central,Port Phillip  Bay,1996-11-08,surface,8.8,33.0,3.6,160.0,9.8,48.0
1911,Corio,Port Phillip  Bay,1996-11-08,surface,8.5,34.0,2.9,210.0,65.0,92.0
1991,Hobsons Bay,Port Phillip  Bay,1996-11-08,surface,8.7,27.0,5.7,340.0,23.0,59.0
369,Long Reef,Port Phillip  Bay,1996-12-05,surface,8.1,34.0,20.0,180.0,56.0,77.0
1229,Central,Port Phillip  Bay,1996-12-05,surface,8.1,33.0,4.7,150.0,31.0,56.0
1911,Corio,Port Phillip  Bay,1996-12-05,surface,7.8,34.0,7.7,190.0,64.0,85.0
1991,Hobsons Bay,Port Phillip  Bay,1996-12-05,surface,9.1,30.0,6.5,230.0,33.0,67.0
369,Long Reef,Port Phillip  Bay,1997-01-23,surface,7.0,34.0,4.0,200.0,90.0,94.0
1229,Central,Port Phillip  Bay,1997-01-23,surface,7.1,34.0,2.2,150.0,51.0,46.0
1911,Corio,Port Phillip  Bay,1997-01-23,surface,7.3,35.0,3.1,230.0,87.0,94.0
1991,Hobsons Bay,Port Phillip  Bay,1997-01-23,surface,6.9,34.0,3.5,180.0,66.0,71.0
369,Long Reef,Port Phillip  Bay,1997-02-19,surface,8.4,35.0,4.2,290.0,200.0,240.0
1229,Central,Port Phillip  Bay,1997-02-19,surface,7.1,34.0,0.99,140.0,54.0,67.0
1911,Corio,Port Phillip  Bay,1997-02-19,surface,6.8,35.0,3.2,230.0,98.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,1997-02-19,surface,7.5,32.0,7.3,220.0,70.0,96.0
1911,Corio,Port Phillip  Bay,1997-04-09,surface,8.5,2.9,6.2,200.0,95.0,110.0
369,Long Reef,Port Phillip  Bay,1997-04-10,surface,7.8,35.0,13.0,170.0,72.0,83.0
1229,Central,Port Phillip  Bay,1997-04-10,surface,7.5,35.0,0.8,150.0,63.0,74.0
1991,Hobsons Bay,Port Phillip  Bay,1997-04-10,surface,7.3,32.0,3.0,270.0,84.0,100.0
369,Long Reef,Port Phillip  Bay,1997-05-13,surface,8.1,35.0,1.9,230.0,110.0,120.0
1229,Central,Port Phillip  Bay,1997-05-13,surface,,35.0,,,,
1911,Corio,Port Phillip  Bay,1997-05-13,surface,8.1,36.0,,180.0,91.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1997-05-13,surface,8.0,33.0,6.1,230.0,82.0,91.0
369,Long Reef,Port Phillip  Bay,1997-07-02,surface,8.1,34.0,,800.0,250.0,280.0
1229,Central,Port Phillip  Bay,1997-07-02,surface,8.3,35.0,,160.0,75.0,87.0
1911,Corio,Port Phillip  Bay,1997-07-02,surface,8.3,35.0,,210.0,90.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1997-07-02,surface,8.1,34.0,,250.0,76.0,91.0
369,Long Reef,Port Phillip  Bay,1997-08-21,surface,9.1,35.0,3.8,300.0,150.0,160.0
1229,Central,Port Phillip  Bay,1997-08-21,surface,8.8,35.0,1.3,120.0,58.0,69.0
1911,Corio,Port Phillip  Bay,1997-08-21,surface,9.2,35.0,1.5,200.0,85.0,93.0
1991,Hobsons Bay,Port Phillip  Bay,1997-08-21,surface,8.5,33.0,2.9,170.0,52.0,64.0
369,Long Reef,Port Phillip  Bay,1998-01-31,surface,8.2,36.0,4.1,170.0,72.0,93.0
1229,Central,Port Phillip  Bay,1998-01-31,surface,7.7,35.0,4.0,150.0,64.0,81.0
1911,Corio,Port Phillip  Bay,1998-01-31,surface,8.7,36.0,4.1,180.0,74.0,94.0
1991,Hobsons Bay,Port Phillip  Bay,1998-01-31,surface,7.2,34.0,6.4,180.0,72.0,96.0
369,Long Reef,Port Phillip  Bay,1998-03-19,surface,7.6,36.0,2.9,160.0,77.0,89.0
1229,Central,Port Phillip  Bay,1998-03-19,surface,7.3,36.0,2.3,140.0,71.0,86.0
1911,Corio,Port Phillip  Bay,1998-03-19,surface,7.5,37.0,3.2,190.0,80.0,94.0
1991,Hobsons Bay,Port Phillip  Bay,1998-03-19,surface,7.4,35.0,3.2,190.0,84.0,100.0
369,Long Reef,Port Phillip  Bay,1998-04-16,surface,7.9,36.0,1.9,160.0,75.0,90.0
1229,Central,Port Phillip  Bay,1998-04-16,surface,7.6,36.0,4.0,160.0,77.0,93.0
1911,Corio,Port Phillip  Bay,1998-04-16,surface,7.7,37.0,1.9,170.0,77.0,92.0
1991,Hobsons Bay,Port Phillip  Bay,1998-04-16,surface,7.9,36.0,2.7,170.0,82.0,100.0
369,Long Reef,Port Phillip  Bay,1998-05-18,surface,7.4,36.0,2.2,470.0,200.0,230.0
1229,Central,Port Phillip  Bay,1998-05-18,surface,8.1,36.0,0.31,140.0,70.0,79.0
1911,Corio,Port Phillip  Bay,1998-05-18,surface,8.3,37.0,3.8,220.0,79.0,97.0
1991,Hobsons Bay,Port Phillip  Bay,1998-05-18,surface,8.2,36.0,4.5,180.0,91.0,100.0
369,Long Reef,Port Phillip  Bay,1998-06-29,surface,8.9,36.0,4.4,420.0,160.0,180.0
1229,Central,Port Phillip  Bay,1998-06-29,surface,8.7,36.0,1.4,160.0,79.0,88.0
1911,Corio,Port Phillip  Bay,1998-06-29,surface,8.7,36.0,2.1,200.0,87.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1998-06-29,surface,8.8,35.0,3.3,220.0,91.0,110.0
369,Long Reef,Port Phillip  Bay,1998-07-31,surface,12.0,35.0,8.5,670.0,280.0,300.0
1229,Central,Port Phillip  Bay,1998-07-31,surface,8.9,36.0,4.0,130.0,67.0,69.0
1911,Corio,Port Phillip  Bay,1998-07-31,surface,11.0,36.0,8.0,210.0,87.0,95.0
1991,Hobsons Bay,Port Phillip  Bay,1998-07-31,surface,8.9,35.0,6.0,210.0,90.0,110.0
369,Long Reef,Port Phillip  Bay,1998-08-27,surface,8.8,33.0,8.3,3100.0,700.0,990.0
1229,Central,Port Phillip  Bay,1998-08-27,surface,8.6,36.0,0.75,130.0,65.0,77.0
1911,Corio,Port Phillip  Bay,1998-08-27,surface,8.7,36.0,2.9,210.0,93.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,1998-08-27,surface,8.6,35.0,3.8,150.0,70.0,80.0
369,Long Reef,Port Phillip  Bay,1998-09-10,surface,8.9,36.0,5.7,420.0,170.0,220.0
1229,Central,Port Phillip  Bay,1998-09-10,surface,8.7,36.0,3.6,140.0,65.0,70.0
